sequence,filename,quality,codec,model,true_class,original_pred,compressed_pred,original_confidence,compressed_confidence
598,Residential/Residential_2298.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,PermanentCrop,0.9955859184265136,0.6731688380241394
599,Residential/Residential_331.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.910216987133026,0.6716610193252563
600,Residential/Residential_1286.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.6156041026115417,0.8343401551246643
601,Residential/Residential_697.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.9993202686309814,0.9082836508750916
602,Residential/Residential_2290.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9964469075202942,0.9325257539749146
603,Residential/Residential_2378.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9559873938560486,0.9979200959205629
604,Residential/Residential_1753.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Highway,0.9091783761978148,0.7577289342880249
605,Residential/Residential_2368.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9998579025268556,0.9882587194442748
606,Residential/Residential_2795.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.999971866607666,0.9044472575187684
607,Residential/Residential_685.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.9974634647369384,0.7931410074234009
608,Residential/Residential_2057.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9995630383491516,0.7436835765838623
609,Residential/Residential_532.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9982476234436036,0.9548352956771852
610,Residential/Residential_1403.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.7534089088439941,0.9698688387870787
611,Residential/Residential_543.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,PermanentCrop,0.9999417066574096,0.4550734758377075
612,Residential/Residential_711.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.9527390003204346,0.8704802989959717
613,Residential/Residential_207.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.9849461317062378,0.9547927975654602
614,Residential/Residential_2157.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9989737272262572,0.7080298066139221
615,Residential/Residential_513.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.998089611530304,0.7010263204574585
616,Residential/Residential_780.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.9992133378982544,0.4316195845603943
617,Residential/Residential_2135.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.9999908208847046,0.7638229727745056
618,Residential/Residential_1394.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,River,0.9725064039230348,0.8073779940605164
619,Residential/Residential_1891.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Forest,0.9449783563613892,0.49720498919487
620,Residential/Residential_1982.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.5417188405990601,0.8786024451255798
621,Residential/Residential_202.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,River,0.9996908903121948,0.6402741074562073
622,Residential/Residential_115.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.999000608921051,0.9915452003479004
623,Residential/Residential_1666.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,HerbaceousVegetation,0.967303991317749,0.9902659058570862
624,Residential/Residential_2575.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,Industrial,0.9388678669929504,0.6846325993537903
625,Residential/Residential_1732.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,SeaLake,0.961535632610321,0.9939129948616028
626,Residential/Residential_2549.jpg,q6,cheng2020-attn,ResNet-18,Residential,Residential,PermanentCrop,0.8177961707115173,0.4476781189441681
627,River/River_1110.jpg,q6,cheng2020-attn,ResNet-18,River,River,AnnualCrop,0.9227774143218994,0.9681158065795898
628,River/River_393.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.9842893481254578,0.9998905658721924
629,River/River_2406.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.9991212487220764,0.9880298972129822
630,River/River_331.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.9999998807907104,0.871397852897644
631,River/River_2285.jpg,q6,cheng2020-attn,ResNet-18,River,River,AnnualCrop,0.9969083666801452,0.732388973236084
632,River/River_2059.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.9999833106994628,0.8218842148780823
633,River/River_254.jpg,q6,cheng2020-attn,ResNet-18,River,River,AnnualCrop,0.920050084590912,0.7309265732765198
634,River/River_2349.jpg,q6,cheng2020-attn,ResNet-18,River,River,Highway,0.8422587513923645,0.690269410610199
635,River/River_315.jpg,q6,cheng2020-attn,ResNet-18,River,River,Pasture,0.98870450258255,0.5895612239837646
636,River/River_2357.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.9911636114120485,0.987518846988678
637,River/River_2050.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.99962317943573,0.9871676564216614
638,River/River_2176.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.9999922513961792,0.9967496395111084
639,River/River_2321.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.8678203225135803,0.919102907180786
640,River/River_1790.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.9704960584640504,0.5776548981666565
641,River/River_1476.jpg,q6,cheng2020-attn,ResNet-18,River,River,SeaLake,0.993961751461029,0.9770492911338806
642,River/River_1327.jpg,q6,cheng2020-attn,ResNet-18,River,River,AnnualCrop,0.6905716061592102,0.6698459386825562
